Rank,Name,Background,BackgroundWeight,Eyes,EyesWeight,Fur,FurWeight,Hands,HandsWeight,Hat,HatWeight,Mask,MaskWeight,Mouth,MouthWeight,Outfit,OutfitWeight,Tail,TailWeight,Wings,WingsWeight,TraitCount,Weighting
11,Ushioda Takanori,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,10,1115.6170602000002
12,Shivers,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,10,1115.6170602000002
13,Abe,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,10,1115.6170602000002
14,Catacus,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,10,1115.6170602000002
15,Puurrtywise,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,10,1115.6170602000002
16,Kokoro,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,10,1115.6170602000002
17,Gummy Naranja,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,10,1115.6170602000002
18,Buddha,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,10,1115.6170602000002
19,Whiskers, R.N.,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,10,1115.6170602000002
20,Nibbler,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,10,1115.6170602000002
21,Lickety Splints E.M.T.,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,10,1115.6170602000002
22,Mr. Mystery,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,10,1115.6170602000002
23,Scaredy Cat,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,10,1115.6170602000002
24,Lady Liberty,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,10,1115.6170602000002
25,Kobe,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,10,1115.6170602000002
26,Crampuss,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,10,1115.6170602000002
27,Spimila Glitterbit,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,10,1115.6170602000002
28,Maneki-Neko,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,10,1115.6170602000002
29,Joker,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,10,1115.6170602000002
30,Stardust,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,10,1115.6170602000002
31,Michaelangelo,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,10,1115.6170602000002
32,Captain Nemo,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,10,1115.6170602000002
33,Daniel Boone,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,10,1115.6170602000002
34,Salem Saberhagen,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,10,1115.6170602000002
35,Inspector Claws,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,10,1115.6170602000002
36,Rio,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,10,1115.6170602000002
37,Gummy Verde,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,10,1115.6170602000002
38,Luigi,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,10,1115.6170602000002
39,Frida,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,10,1115.6170602000002
40,Spots,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,10,1115.6170602000002
41,Nero,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,10,1115.6170602000002
42,Officer Whiskers,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,10,1115.6170602000002
43,Pikapurr ,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,10,1115.6170602000002
44,Oni,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,10,1115.6170602000002
45,Billy the Cat,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,10,1115.6170602000002
46,Rosie Posy,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,10,1115.6170602000002
47,Puurrty Manning,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,10,1115.6170602000002
48,Ocarina,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,10,1115.6170602000002
49,Paul Bunyan,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,10,1115.6170602000002
50,Supercat,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,10,1115.6170602000002
51,Bruce Mane,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,10,1115.6170602000002
52,Kit Vicious,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,10,1115.6170602000002
53,Ludwig von Puurrthoven,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,10,1115.6170602000002
54,David Catterfield,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,10,1115.6170602000002
55,Smokey Embers,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,10,1115.6170602000002
56,Kimba ,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,10,1115.6170602000002
57,Musashi Miyamoto,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,Missing,101.5789474,10,1115.6170602000002
58,Ol' Adam Gallagher,Green,5.9445585,Hidden,86.4179104,Dark Gray Striped,9.5860927,Taiyaki,9.1759113,Cap,17.1810089,Jason,86.4179104,Hidden,24.6382979,Hawaiian,7.4230769,None,1.0614115,Angel Wings,103.3928571,9,626.9533213
59,Stephan Suzuki,Yellow,6.1991435,Glowing Yellow,186.7741935,White,9.368932,Cardano Coin,170.2941176,None,2.5506608,Kitsune,186.7741935,Hidden,24.6382979,Hawaiian Shirt,7.9206566,None,1.0614115,None,1.0199049,7,598.4560922000001
60,Sprinkles Doolittle,Yellow,6.1991435,Hidden,86.4179104,Tricolor,20.6785714,Pizza,9.4146341,Headphones,32.7118644,Jason,86.4179104,Hidden,24.6382979,Scuba Suit,32.8977273,Devil Tail,20.8273381,None,1.0199049,9,596.9375881
61,Queen Cheshire Boutlier,Orange,5.926305,Glowing Yellow,186.7741935,Siamese,19.2358804,Chicken,9.3236715,Pharaoh Headdress,73.2911392,Kitsune,186.7741935,Hidden,24.6382979,Royal Cloak,50.7894737,None,1.0614115,None,1.0199049,8,568.1882675
62,Madam Duchess Gomez,Orange,5.926305,Glowing Yellow,186.7741935,Striped,10,Onigiri,9.538715,Wizard Hat,56.7647059,Kitsune,186.7741935,Hidden,24.6382979,Wizard Robe,50.7894737,None,1.0614115,None,1.0199049,8,542.6409973
63,Boo Callahan,Green,5.9445585,Very Angry,9.8974359,Tricolor,20.6785714,Skateboard,35.0909091,Fire Bucket,16.8804665,None,1.1855037,Serious,12.0876827,Hawaiian Shirt,7.9206566,Devil Tail,20.8273381,Angel Wings,103.3928571,9,509.62026529999997
64,Victor Popov,Blue,6.0883281,Glowing Yellow,186.7741935,Crystal,32.7118644,None,19.5608108,Pirate Hat,41.0638298,Kitsune,186.7741935,Hidden,24.6382979,Hoodie,7.4040921,None,1.0614115,None,1.0199049,7,508.9515069
65,Autumn Tyson,Green,5.9445585,Glowing Yellow,186.7741935,Bicolor,10,Pizza,9.4146341,Wizard Hat,56.7647059,Kitsune,186.7741935,Hidden,24.6382979,Nekkid,14.6212121,None,1.0614115,None,1.0199049,8,506.36690830000003
66,Solomon Winters,Yellow,6.1991435,Green Eyes,6.3977901,Bicolor,10,Daruma,20.3873239,Chef Hat,23.4412955,Diver,18.5576923,Snorkel,18.5576923,Chef,13.8848921,None,1.0614115,Angel Wings,103.3928571,9,497.594384
67,Madam Weezey Popov,Red,6.0819328,Glowing Yellow,186.7741935,Bicolor,10,Nerf Guns,42.8888889,Cap,17.1810089,Kitsune,186.7741935,Hidden,24.6382979,Collar,7.8561737,None,1.0614115,None,1.0199049,8,493.629802
68,Sir Gregory Miller,Green,5.9445585,Glowing Yellow,186.7741935,Siamese,19.2358804,Skateboard,35.0909091,Straw Hat,15.9504132,Kitsune,186.7741935,Hidden,24.6382979,Hoodie,7.4040921,None,1.0614115,None,1.0199049,8,493.247651
69,Lil' Miss Molly Ball,Blue,6.0883281,Glowing Yellow,186.7741935,Gold,38.6,Fish Bowl,9.0327613,Sombrero,15.078125,Kitsune,186.7741935,Hidden,24.6382979,Hoodie,7.4040921,None,1.0614115,None,1.0199049,8,485.82510420000006
70,Oliver Howard,Green,5.9445585,Glowing Yellow,186.7741935,Striped,10,Pizza,9.4146341,None,2.5506608,Kitsune,186.7741935,Hidden,24.6382979,Wizard Robe,50.7894737,None,1.0614115,None,1.0199049,7,480.8219088
71,Lil' Miss Paris Wagner,Blue,6.0883281,Green Eyes,6.3977901,Dark Gray Striped,9.5860927,Fish Bowl,9.0327613,Chef Hat,23.4412955,Diver,18.5576923,Snorkel,18.5576923,Hawaiian,7.4230769,None,1.0614115,Angel Wings,103.3928571,9,479.2532835
72,Victor White,Red,6.0819328,Green Eyes,6.3977901,Pink,10.1757469,Fish Bowl,9.0327613,Halo,20.8273381,Diver,18.5576923,Snorkel,18.5576923,Hawaiian,7.4230769,None,1.0614115,Angel Wings,103.3928571,9,477.222585
73,Biscuit Tyson,Orange,5.926305,Green Eyes,6.3977901,Pink,10.1757469,Onigiri,9.538715,Devil,99.8275862,Diver,18.5576923,Snorkel,18.5576923,Cardano Tshirt,8.1434599,Devil Tail,20.8273381,None,1.0199049,9,474.68651639999996
74,Fiona Lee,Yellow,6.1991435,Yellow Eyes,6.505618,Orange Striped,10.0520833,Taiyaki,9.1759113,Party Hat,15.4812834,Clown,19.1721854,Clown,19.1721854,Cardano Tshirt,8.1434599,None,1.0614115,Angel Wings,103.3928571,9,474.0704245
75,Mrs. Laurielle Rodriguez,Red,6.0819328,Glowing Yellow,186.7741935,Siamese,19.2358804,Onigiri,9.538715,Halo,20.8273381,Kitsune,186.7741935,Hidden,24.6382979,Hawaiian Shirt,7.9206566,None,1.0614115,None,1.0199049,8,473.2263206
76,Maximus Miller,Blue,6.0883281,Yellow Eyes,6.505618,Black,9.5702479,Onigiri,9.538715,Sombrero,15.078125,Clown,19.1721854,Clown,19.1721854,Collar,7.8561737,None,1.0614115,Angel Wings,103.3928571,9,473.15013280000005
77,Winston Jackson,Yellow,6.1991435,Yellow Eyes,6.505618,Orange Striped,10.0520833,Beer,41.0638298,Fire Bucket,16.8804665,Clown,19.1721854,Clown,19.1721854,Wizard Robe,50.7894737,Devil Tail,20.8273381,None,1.0199049,9,467.39651430000004
78,Figaro Jameal,Green,5.9445585,Glowing Yellow,186.7741935,Dark Gray Striped,9.5860927,Machete,38.8590604,None,2.5506608,Kitsune,186.7741935,Hidden,24.6382979,Hawaiian Shirt,7.9206566,None,1.0614115,None,1.0199049,7,466.98361069999993
79,Jasmine Fischer,Green,5.9445585,Glowing Yellow,186.7741935,Orange Striped,10.0520833,None,19.5608108,Sombrero,15.078125,Kitsune,186.7741935,Hidden,24.6382979,Chef,13.8848921,None,1.0614115,None,1.0199049,7,466.64305139999993
80,Kiki Callahan,Yellow,6.1991435,Glowing Yellow,186.7741935,Black,9.5702479,Onigiri,9.538715,Straw Hat,15.9504132,Kitsune,186.7741935,Hidden,24.6382979,Suit,15.038961,None,1.0614115,None,1.0199049,8,465.9192782999999
81,Tommy Howard,Orange,5.926305,Glowing Yellow,186.7741935,Gray Striped,9.6661102,Fish Bowl,9.0327613,Chef Hat,23.4412955,Kitsune,186.7741935,Hidden,24.6382979,Cardano Tshirt,8.1434599,None,1.0614115,None,1.0199049,8,465.8317296
82,Winston Berger,Blue,6.0883281,Glowing Yellow,186.7741935,Gold,38.6,Fish Bowl,9.0327613,None,2.5506608,Kitsune,186.7741935,Hidden,24.6382979,Hawaiian,7.4230769,None,1.0614115,None,1.0199049,7,465.81740879999995
83,Ariel Idol,Blue,6.0883281,Glowing Yellow,186.7741935,White,9.368932,Chicken,9.3236715,Party Hat,15.4812834,Kitsune,186.7741935,Hidden,24.6382979,Suit,15.038961,None,1.0614115,None,1.0199049,8,464.9229737
84,Madam Emma Tanaka,Blue,6.0883281,Glowing Yellow,186.7741935,Striped,10,Milk,9.6822742,Party Hat,15.4812834,Kitsune,186.7741935,Hidden,24.6382979,Chef,13.8848921,None,1.0614115,None,1.0199049,8,464.7585755
85,Deezy Chen,Orange,5.926305,Glowing Yellow,186.7741935,Black,9.5702479,Taiyaki,9.1759113,Halo,20.8273381,Kitsune,186.7741935,Hidden,24.6382979,Hoodie,7.4040921,None,1.0614115,None,1.0199049,8,462.5256921
86,Penelope Baldwin,Red,6.0819328,Glowing Yellow,186.7741935,Gray Striped,9.6661102,Taiyaki,9.1759113,None,2.5506608,Kitsune,186.7741935,Hidden,24.6382979,Scuba Suit,32.8977273,None,1.0614115,None,1.0199049,7,462.49492409999993
87,Nugget Boutlier,Orange,5.926305,Glowing Yellow,186.7741935,Pink,10.1757469,Knife and Fork,10.087108,Fire Bucket,16.8804665,Kitsune,186.7741935,Hidden,24.6382979,Cardano Tshirt,8.1434599,None,1.0614115,None,1.0199049,8,460.834884
88,Loki Williams,Yellow,6.1991435,Glowing Yellow,186.7741935,Black,9.5702479,Knife and Fork,10.087108,Fire Bucket,16.8804665,Kitsune,186.7741935,Hidden,24.6382979,Hawaiian,7.4230769,None,1.0614115,None,1.0199049,8,459.78184050000004
89,Ethel Ball,Green,5.9445585,Glowing Yellow,186.7741935,Striped,10,Onigiri,9.538715,Beanie,16.7826087,Kitsune,186.7741935,Hidden,24.6382979,Hoodie,7.4040921,None,1.0614115,None,1.0199049,8,459.29177200000004
90,Bernard Kozlov,Purple,6.1269841,Glowing Yellow,186.7741935,Black,9.5702479,Fish Bowl,9.0327613,Fire Bucket,16.8804665,Kitsune,186.7741935,Hidden,24.6382979,Collar,7.8561737,None,1.0614115,None,1.0199049,8,459.0884312
91,Benji Baldwin,Blue,6.0883281,Glowing Yellow,186.7741935,Dark Gray Striped,9.5860927,Onigiri,9.538715,Party Hat,15.4812834,Kitsune,186.7741935,Hidden,24.6382979,Collar,7.8561737,None,1.0614115,None,1.0199049,8,458.1723906
92,Sprinkles Rodriguez,Green,5.9445585,Glowing Yellow,186.7741935,White,9.368932,Knife and Fork,10.087108,Sombrero,15.078125,Kitsune,186.7741935,Hidden,24.6382979,Collar,7.8561737,None,1.0614115,None,1.0199049,8,457.9566949
93,Mr. Sylvester Jefferson,Blue,6.0883281,Laser Eyes,175.4545455,Skeleton,193,Taiyaki,9.1759113,Beanie,16.7826087,None,1.1855037,Bubble Gum,42.2627737,Collar,7.8561737,None,1.0614115,None,1.0199049,7,455.74174150000005
94,Ernie Ivanov,Purple,6.1269841,Glowing Yellow,186.7741935,Orange Striped,10.0520833,Daruma,20.3873239,None,2.5506608,Kitsune,186.7741935,Hidden,24.6382979,Cardano Tshirt,8.1434599,None,1.0614115,None,1.0199049,7,449.3830936999999
95,Bert Bigglesworth,Red,6.0819328,Glowing Yellow,186.7741935,Siamese,19.2358804,Milk,9.6822742,None,2.5506608,Kitsune,186.7741935,Hidden,24.6382979,Hoodie,7.4040921,None,1.0614115,None,1.0199049,7,447.07742199999996
96,Ada Murphy,Yellow,6.1991435,Glowing Yellow,186.7741935,Orange Striped,10.0520833,Onigiri,9.538715,None,2.5506608,Kitsune,186.7741935,Hidden,24.6382979,Chef,13.8848921,None,1.0614115,None,1.0199049,7,444.3480763999999
97,Lord Gregory,Blue,6.0883281,Yellow Eyes,6.505618,Skeleton,193,None,19.5608108,Sombrero,15.078125,Clown,19.1721854,Clown,19.1721854,Royal Cloak,50.7894737,None,1.0614115,Angel Wings,103.3928571,8,443.1747914
98,Ol' Oreo MacInnis,Yellow,6.1991435,Yellow Eyes,6.505618,Black,9.5702479,Skateboard,35.0909091,Headphones,32.7118644,Clown,19.1721854,Clown,19.1721854,Nekkid,14.6212121,Devil Tail,20.8273381,None,1.0199049,9,440.6048945
99,Clifford Idol,Green,5.9445585,Yellow Eyes,6.505618,Dark Gray Striped,9.5860927,Pizza,9.4146341,Wizard Hat,56.7647059,Clown,19.1721854,Clown,19.1721854,Suit,15.038961,Devil Tail,20.8273381,None,1.0199049,9,439.1604697
100,Bingo Popov,Blue,6.0883281,Glowing Yellow,186.7741935,Striped,10,Milk,9.6822742,None,2.5506608,Kitsune,186.7741935,Hidden,24.6382979,Hawaiian,7.4230769,None,1.0614115,None,1.0199049,7,437.8669217
101,Sally Nakamura,Orange,5.926305,Glowing Yellow,186.7741935,Orange Striped,10.0520833,Pizza,9.4146341,None,2.5506608,Kitsune,186.7741935,Hidden,24.6382979,Hoodie,7.4040921,None,1.0614115,None,1.0199049,7,437.470357
102,Laurielle Johnson,Green,5.9445585,Glowing Yellow,186.7741935,Black,9.5702479,Taiyaki,9.1759113,None,2.5506608,Kitsune,186.7741935,Hidden,24.6382979,Hawaiian,7.4230769,None,1.0614115,None,1.0199049,7,436.78703709999996
103,Lolo Williams,Green,5.9445585,Yellow Eyes,6.505618,Bicolor,10,Machete,38.8590604,Beanie,16.7826087,Clown,19.1721854,Clown,19.1721854,Hoodie,7.4040921,Devil Tail,20.8273381,None,1.0199049,9,421.40183720000005
104,Wallace Wagner,Blue,6.0883281,Yellow Eyes,6.505618,Gold,38.6,Fish Bowl,9.0327613,Party Hat,15.4812834,Clown,19.1721854,Clown,19.1721854,Hawaiian Shirt,7.9206566,Devil Tail,20.8273381,None,1.0199049,9,419.5345469
105,Leonard Smith,Red,6.0819328,Green Eyes,6.3977901,Siamese,19.2358804,Chicken,9.3236715,Chef Hat,23.4412955,Diver,18.5576923,Snorkel,18.5576923,Chef,13.8848921,Devil Tail,20.8273381,None,1.0199049,9,413.0423757
106,Mrs. Emery Magillicutty,Yellow,6.1991435,Yellow Eyes,6.505618,White,9.368932,Pizza,9.4146341,Cap,17.1810089,Clown,19.1721854,Clown,19.1721854,Pirate Jacket,27.9710145,Devil Tail,20.8273381,None,1.0199049,9,412.54625050000004
107,Dante Boutlier,Blue,6.0883281,Yellow Eyes,6.505618,Dark Gray Striped,9.5860927,Pizza,9.4146341,Beanie,16.7826087,Clown,19.1721854,Clown,19.1721854,Chef,13.8848921,Devil Tail,20.8273381,None,1.0199049,9,398.1680732
108,Duchess Jackson,Blue,6.0883281,Yellow Eyes,6.505618,White,9.368932,Knife and Fork,10.087108,Sombrero,15.078125,Clown,19.1721854,Clown,19.1721854,Nekkid,14.6212121,Devil Tail,20.8273381,None,1.0199049,9,397.65522269999997
109,Madam Cleo Schmidt,Red,6.0819328,Yellow Eyes,6.505618,Skeleton,193,Onigiri,9.538715,Beanie,16.7826087,None,1.1855037,Gas Mask,152.3684211,Hawaiian,7.4230769,None,1.0614115,None,1.0199049,7,396.821773
