Rank,Name,Background,BackgroundWeight,Eyes,EyesWeight,Fur,FurWeight,Hands,HandsWeight,Hat,HatWeight,Mask,MaskWeight,Mouth,MouthWeight,Outfit,OutfitWeight,Tail,TailWeight,Wings,WingsWeight,TraitCount,Weighting
17,Gummy Naranja,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,10,1088.8345435
18,Buddha,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,10,1088.8345435
19,Whiskers, R.N.,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,10,1088.8345435
20,Nibbler,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,10,1088.8345435
21,Lickety Splints E.M.T.,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,10,1088.8345435
22,Mr. Mystery,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,10,1088.8345435
23,Scaredy Cat,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,10,1088.8345435
24,Lady Liberty,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,10,1088.8345435
25,Kobe,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,10,1088.8345435
26,Crampuss,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,10,1088.8345435
27,Spimila Glitterbit,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,10,1088.8345435
28,Maneki-Neko,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,10,1088.8345435
29,Joker,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,10,1088.8345435
30,Stardust,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,10,1088.8345435
31,Michaelangelo,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,10,1088.8345435
32,Captain Nemo,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,10,1088.8345435
33,Daniel Boone,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,10,1088.8345435
34,Salem Saberhagen,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,10,1088.8345435
35,Inspector Claws,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,10,1088.8345435
36,Rio,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,10,1088.8345435
37,Gummy Verde,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,10,1088.8345435
38,Luigi,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,10,1088.8345435
39,Frida,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,10,1088.8345435
40,Spots,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,10,1088.8345435
41,Nero,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,10,1088.8345435
42,Officer Whiskers,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,10,1088.8345435
43,Pikapurr ,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,10,1088.8345435
44,Oni,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,10,1088.8345435
45,Billy the Cat,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,10,1088.8345435
46,Rosie Posy,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,10,1088.8345435
47,Puurrty Manning,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,10,1088.8345435
48,Ocarina,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,10,1088.8345435
49,Paul Bunyan,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,10,1088.8345435
50,Supercat,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,10,1088.8345435
51,Bruce Mane,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,10,1088.8345435
52,Kit Vicious,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,10,1088.8345435
53,Ludwig von Puurrthoven,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,10,1088.8345435
54,David Catterfield,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,10,1088.8345435
55,Smokey Embers,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,10,1088.8345435
56,Kimba ,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,10,1088.8345435
57,Musashi Miyamoto,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,Missing,99.1403509,10,1088.8345435
58,Ol' Adam Gallagher,Green,5.9798942,Hidden,86.9384615,Dark Gray Striped,9.6105442,Taiyaki,9.2791461,Cap,17.1762918,Jason,86.9384615,Hidden,25.2276786,Hawaiian,7.4160105,None,1.0618189,Angel Wings,104.6481481,9,623.3716935
59,Stephan Suzuki,Yellow,6.1290672,Glowing Yellow,194.862069,White,9.2487725,Cardano Coin,166.2058824,None,2.5454955,Kitsune,194.862069,Hidden,25.2276786,Hawaiian Shirt,7.9256662,None,1.0618189,None,1.0200361,7,610.947437
60,Sprinkles Doolittle,Yellow,6.1290672,Hidden,86.9384615,Tricolor,20.7757353,Pizza,9.4026622,Headphones,32.1079545,Jason,86.9384615,Hidden,25.2276786,Scuba Suit,32.8546512,Devil Tail,20.7757353,None,1.0200361,9,591.2656815
61,Madam Duchess Gomez,Orange,5.9110879,Glowing Yellow,194.862069,Striped,10.0195035,Onigiri,9.497479,Wizard Hat,56.51,Kitsune,194.862069,Hidden,25.2276786,Wizard Robe,50.0088496,None,1.0618189,None,1.0200361,8,558.3832538
62,Victor Popov,Blue,6.1490751,Glowing Yellow,194.862069,Crystal,33.2411765,None,19.419244,Pirate Hat,40.9492754,Kitsune,194.862069,Hidden,25.2276786,Hoodie,7.406291,None,1.0618189,None,1.0200361,7,526.0576152
63,Autumn Tyson,Green,5.9798942,Glowing Yellow,194.862069,Bicolor,10.1091234,Pizza,9.4026622,Wizard Hat,56.51,Kitsune,194.862069,Hidden,25.2276786,Nekkid,14.6398964,None,1.0618189,None,1.0200361,8,523.07791
64,Madam Weezey Popov,Red,6.056806,Glowing Yellow,194.862069,Bicolor,10.1091234,Nerf Guns,42.4887218,Cap,17.1762918,Kitsune,194.862069,Hidden,25.2276786,Collar,7.8595271,None,1.0618189,None,1.0200361,8,510.12680389999997
65,Sir Gregory Miller,Green,5.9798942,Glowing Yellow,194.862069,Siamese,19.2210884,Skateboard,34.882716,Straw Hat,16.0997151,Kitsune,194.862069,Hidden,25.2276786,Hoodie,7.406291,None,1.0618189,None,1.0200361,8,510.0260385
66,Boo Callahan,Green,5.9798942,Very Angry,9.8966725,Tricolor,20.7757353,Skateboard,34.882716,Fire Bucket,17.1242424,None,1.184696,Serious,12.0747863,Hawaiian Shirt,7.9256662,Devil Tail,20.7757353,Angel Wings,104.6481481,9,504.3635304
67,Lil' Miss Molly Ball,Blue,6.1490751,Glowing Yellow,194.862069,Gold,38.4421769,Fish Bowl,9.1145161,Sombrero,15.150134,Kitsune,194.862069,Hidden,25.2276786,Hoodie,7.406291,None,1.0618189,None,1.0200361,8,502.69852690000005
68,Oliver Howard,Green,5.9798942,Glowing Yellow,194.862069,Striped,10.0195035,Pizza,9.4026622,None,2.5454955,Kitsune,194.862069,Hidden,25.2276786,Wizard Robe,50.0088496,None,1.0618189,None,1.0200361,7,496.8489582
69,Solomon Winters,Yellow,6.1290672,Green Eyes,6.4362187,Bicolor,10.1091234,Daruma,20.3273381,Chef Hat,23.6443515,Diver,18.5278689,Snorkel,18.5278689,Chef,13.8504902,None,1.0618189,Angel Wings,104.6481481,9,492.357532
70,Mrs. Laurielle Rodriguez,Red,6.056806,Glowing Yellow,194.862069,Siamese,19.2210884,Onigiri,9.497479,Halo,21.0074349,Kitsune,194.862069,Hidden,25.2276786,Hawaiian Shirt,7.9256662,None,1.0618189,None,1.0200361,8,490.1448083
71,Figaro Jameal,Green,5.9798942,Glowing Yellow,194.862069,Dark Gray Striped,9.6105442,Machete,38.9724138,None,2.5454955,Kitsune,194.862069,Hidden,25.2276786,Hawaiian Shirt,7.9256662,None,1.0618189,None,1.0200361,7,483.9265671
72,Jasmine Fischer,Green,5.9798942,Glowing Yellow,194.862069,Orange Striped,10.0373002,None,19.419244,Sombrero,15.150134,Kitsune,194.862069,Hidden,25.2276786,Chef,13.8504902,None,1.0618189,None,1.0200361,7,483.3296158
73,Kiki Callahan,Yellow,6.1290672,Glowing Yellow,194.862069,Black,9.529511,Onigiri,9.497479,Straw Hat,16.0997151,Kitsune,194.862069,Hidden,25.2276786,Suit,15.272973,None,1.0618189,None,1.0200361,8,482.96507909999997
74,Tommy Howard,Orange,5.9110879,Glowing Yellow,194.862069,Gray Striped,9.6929674,Fish Bowl,9.1145161,Chef Hat,23.6443515,Kitsune,194.862069,Hidden,25.2276786,Cardano Tshirt,8.1309353,None,1.0618189,None,1.0200361,8,482.930192
75,Winston Berger,Blue,6.1490751,Glowing Yellow,194.862069,Gold,38.4421769,Fish Bowl,9.1145161,None,2.5454955,Kitsune,194.862069,Hidden,25.2276786,Hawaiian,7.4160105,None,1.0618189,None,1.0200361,7,482.5598273
76,Ariel Idol,Blue,6.1490751,Glowing Yellow,194.862069,White,9.2487725,Chicken,9.3870432,Party Hat,15.3559783,Kitsune,194.862069,Hidden,25.2276786,Suit,15.272973,None,1.0618189,None,1.0200361,8,481.85017589999995
77,Madam Emma Tanaka,Blue,6.1490751,Glowing Yellow,194.862069,Striped,10.0195035,Milk,9.5779661,Party Hat,15.3559783,Kitsune,194.862069,Hidden,25.2276786,Chef,13.8504902,None,1.0618189,None,1.0200361,8,481.38934700000004
78,Deezy Chen,Orange,5.9110879,Glowing Yellow,194.862069,Black,9.529511,Taiyaki,9.2791461,Halo,21.0074349,Kitsune,194.862069,Hidden,25.2276786,Hoodie,7.406291,None,1.0618189,None,1.0200361,8,479.5698047
79,Penelope Baldwin,Red,6.056806,Glowing Yellow,194.862069,Gray Striped,9.6929674,Taiyaki,9.2791461,None,2.5454955,Kitsune,194.862069,Hidden,25.2276786,Scuba Suit,32.8546512,None,1.0618189,None,1.0200361,7,479.3216194
80,Nugget Boutlier,Orange,5.9110879,Glowing Yellow,194.862069,Pink,10.181982,Knife and Fork,10.0373002,Fire Bucket,17.1242424,Kitsune,194.862069,Hidden,25.2276786,Cardano Tshirt,8.1309353,None,1.0618189,None,1.0200361,8,477.82188160000004
81,Loki Williams,Yellow,6.1290672,Glowing Yellow,194.862069,Black,9.529511,Knife and Fork,10.0373002,Fire Bucket,17.1242424,Kitsune,194.862069,Hidden,25.2276786,Hawaiian,7.4160105,None,1.0618189,None,1.0200361,8,476.6724651
82,Bernard Kozlov,Purple,6.1490751,Glowing Yellow,194.862069,Black,9.529511,Fish Bowl,9.1145161,Fire Bucket,17.1242424,Kitsune,194.862069,Hidden,25.2276786,Collar,7.8595271,None,1.0618189,None,1.0200361,8,476.2132055
83,Ethel Ball,Green,5.9798942,Glowing Yellow,194.862069,Striped,10.0195035,Onigiri,9.497479,Beanie,16.6696165,Kitsune,194.862069,Hidden,25.2276786,Hoodie,7.406291,None,1.0618189,None,1.0200361,8,476.009118
84,Benji Baldwin,Blue,6.1490751,Glowing Yellow,194.862069,Dark Gray Striped,9.6105442,Onigiri,9.497479,Party Hat,15.3559783,Kitsune,194.862069,Hidden,25.2276786,Collar,7.8595271,None,1.0618189,None,1.0200361,8,474.9089375
85,Sprinkles Rodriguez,Green,5.9798942,Glowing Yellow,194.862069,White,9.2487725,Knife and Fork,10.0373002,Sombrero,15.150134,Kitsune,194.862069,Hidden,25.2276786,Collar,7.8595271,None,1.0618189,None,1.0200361,8,474.7119618
86,Lil' Miss Paris Wagner,Blue,6.1490751,Green Eyes,6.4362187,Dark Gray Striped,9.6105442,Fish Bowl,9.1145161,Chef Hat,23.6443515,Diver,18.5278689,Snorkel,18.5278689,Hawaiian,7.4160105,None,1.0618189,Angel Wings,104.6481481,9,474.23165900000004
87,Victor White,Red,6.056806,Green Eyes,6.4362187,Pink,10.181982,Fish Bowl,9.1145161,Halo,21.0074349,Diver,18.5278689,Snorkel,18.5278689,Hawaiian,7.4160105,None,1.0618189,Angel Wings,104.6481481,9,472.07391110000003
88,Fiona Lee,Yellow,6.1290672,Yellow Eyes,6.4954023,Orange Striped,10.0373002,Taiyaki,9.2791461,Party Hat,15.3559783,Clown,19.1559322,Clown,19.1559322,Cardano Tshirt,8.1309353,None,1.0618189,Angel Wings,104.6481481,9,468.5448989
89,Maximus Miller,Blue,6.1490751,Yellow Eyes,6.4954023,Black,9.529511,Onigiri,9.497479,Sombrero,15.150134,Clown,19.1559322,Clown,19.1559322,Collar,7.8595271,None,1.0618189,Angel Wings,104.6481481,9,467.798198
90,Biscuit Tyson,Orange,5.9110879,Green Eyes,6.4362187,Pink,10.181982,Onigiri,9.497479,Devil,99.1403509,Diver,18.5278689,Snorkel,18.5278689,Cardano Tshirt,8.1309353,Devil Tail,20.7757353,None,1.0200361,9,467.2448011
91,Ernie Ivanov,Purple,6.1490751,Glowing Yellow,194.862069,Orange Striped,10.0373002,Daruma,20.3273381,None,2.5454955,Kitsune,194.862069,Hidden,25.2276786,Cardano Tshirt,8.1309353,None,1.0618189,None,1.0200361,7,466.0826974
92,Bert Bigglesworth,Red,6.056806,Glowing Yellow,194.862069,Siamese,19.2210884,Milk,9.5779661,None,2.5454955,Kitsune,194.862069,Hidden,25.2276786,Hoodie,7.406291,None,1.0618189,None,1.0200361,7,463.70020020000004
93,Ada Murphy,Yellow,6.1290672,Glowing Yellow,194.862069,Orange Striped,10.0373002,Onigiri,9.497479,None,2.5454955,Kitsune,194.862069,Hidden,25.2276786,Chef,13.8504902,None,1.0618189,None,1.0200361,7,460.9523853
94,Winston Jackson,Yellow,6.1290672,Yellow Eyes,6.4954023,Orange Striped,10.0373002,Beer,41.2481752,Fire Bucket,17.1242424,Clown,19.1559322,Clown,19.1559322,Wizard Robe,50.0088496,Devil Tail,20.7757353,None,1.0200361,9,460.24591080000005
95,Bingo Popov,Blue,6.1490751,Glowing Yellow,194.862069,Striped,10.0195035,Milk,9.5779661,None,2.5454955,Kitsune,194.862069,Hidden,25.2276786,Hawaiian,7.4160105,None,1.0618189,None,1.0200361,7,454.60060390000007
96,Sally Nakamura,Orange,5.9110879,Glowing Yellow,194.862069,Orange Striped,10.0373002,Pizza,9.4026622,None,2.5454955,Kitsune,194.862069,Hidden,25.2276786,Hoodie,7.406291,None,1.0618189,None,1.0200361,7,454.19539000000003
97,Mr. Sylvester Jefferson,Blue,6.1490751,Laser Eyes,176.59375,Skeleton,188.3666667,Taiyaki,9.2791461,Beanie,16.6696165,None,1.184696,Bubble Gum,41.5514706,Collar,7.8595271,None,1.0618189,None,1.0200361,7,451.5946847
98,Lord Gregory,Blue,6.1490751,Yellow Eyes,6.4954023,Skeleton,188.3666667,None,19.419244,Sombrero,15.150134,Clown,19.1559322,Clown,19.1559322,Royal Cloak,50.9099099,None,1.0618189,Angel Wings,104.6481481,8,439.9149256
99,Ol' Oreo MacInnis,Yellow,6.1290672,Yellow Eyes,6.4954023,Black,9.529511,Skateboard,34.882716,Headphones,32.1079545,Clown,19.1559322,Clown,19.1559322,Nekkid,14.6398964,Devil Tail,20.7757353,None,1.0200361,9,432.98742130000005
100,Clifford Idol,Green,5.9798942,Yellow Eyes,6.4954023,Dark Gray Striped,9.6105442,Pizza,9.4026622,Wizard Hat,56.51,Clown,19.1559322,Clown,19.1559322,Suit,15.272973,Devil Tail,20.7757353,None,1.0200361,9,432.4743498
101,Lolo Williams,Green,5.9798942,Yellow Eyes,6.4954023,Bicolor,10.1091234,Machete,38.9724138,Beanie,16.6696165,Clown,19.1559322,Clown,19.1559322,Hoodie,7.406291,Devil Tail,20.7757353,None,1.0200361,9,414.83561510000004
102,Wallace Wagner,Blue,6.1490751,Yellow Eyes,6.4954023,Gold,38.4421769,Fish Bowl,9.1145161,Party Hat,15.3559783,Clown,19.1559322,Clown,19.1559322,Hawaiian Shirt,7.9256662,Devil Tail,20.7757353,None,1.0200361,9,412.6856888
103,Leonard Smith,Red,6.056806,Green Eyes,6.4362187,Siamese,19.2210884,Chicken,9.3870432,Chef Hat,23.6443515,Diver,18.5278689,Snorkel,18.5278689,Chef,13.8504902,Devil Tail,20.7757353,None,1.0200361,9,406.5427453
104,Mrs. Emery Magillicutty,Yellow,6.1290672,Yellow Eyes,6.4954023,White,9.2487725,Pizza,9.4026622,Cap,17.1762918,Clown,19.1559322,Clown,19.1559322,Pirate Jacket,27.9752475,Devil Tail,20.7757353,None,1.0200361,9,405.63031739999997
105,Madam Cleo Schmidt,Red,6.056806,Yellow Eyes,6.4954023,Skeleton,188.3666667,Onigiri,9.497479,Beanie,16.6696165,None,1.184696,Gas Mask,152.7297297,Hawaiian,7.4160105,None,1.0618189,None,1.0200361,7,392.3571433
106,Dante Boutlier,Blue,6.1490751,Yellow Eyes,6.4954023,Dark Gray Striped,9.6105442,Pizza,9.4026622,Beanie,16.6696165,Clown,19.1559322,Clown,19.1559322,Chef,13.8504902,Devil Tail,20.7757353,None,1.0200361,9,391.3806644
107,Duchess Jackson,Blue,6.1490751,Yellow Eyes,6.4954023,White,9.2487725,Knife and Fork,10.0373002,Sombrero,15.150134,Clown,19.1559322,Clown,19.1559322,Nekkid,14.6398964,Devil Tail,20.7757353,None,1.0200361,9,390.92345439999997
108,Jasmine Nakamoto,Blue,6.1490751,Green Eyes,6.4362187,Pink,10.181982,Pizza,9.4026622,Halo,21.0074349,Diver,18.5278689,Snorkel,18.5278689,Hawaiian,7.4160105,Devil Tail,20.7757353,None,1.0200361,9,388.5401307
109,Jesse Santos,Orange,5.9110879,Laser Eyes,176.59375,Gray Striped,9.6929674,Beer,41.2481752,Party Hat,15.3559783,None,1.184696,Growling,11.3473896,Cardano Tshirt,8.1309353,None,1.0618189,Angel Wings,104.6481481,8,384.57760890000003
110,Princess Nora Muncher,Green,5.9798942,Green Eyes,6.4362187,Skeleton,188.3666667,Skateboard,34.882716,Crown,92.6393443,Diver,18.5278689,Snorkel,18.5278689,Hoodie,7.406291,None,1.0618189,None,1.0200361,8,384.2513859
